attempt,seed,stable,stop_reason,rho0,n_agents,grid,force_scheme,agent_radius,agent_mass,v0_max,max_vel,step,raw_contact_detections,unique_contact_events,active_contacts,cumulative_raw_contact_detections,cumulative_unique_contact_events,max_rho,mean_rho,rho_safety_margin,max_u,mean_u,velocity_safety_margin,max_agent_speed_pre_clamp,agent_clamp_activations_step,agent_clamp_checks_step,agent_clamp_activation_frequency_cumulative,mean_agent_speed,max_agent_speed
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,0,0,0,0,0,0,4.55,4.549999999999999,15.45,0.046355084732923976,1.223631625142096e-06,1.0536449152670762,0.28467536080739075,0,60,0.0,0.08452831449148171,0.28467536080739075
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,1,0,0,0,0,0,4.610526528519624,4.549999999999999,15.389473471480375,0.031301292967608946,3.356410819023443e-06,1.0686987070323912,0.1908218528908936,0,60,0.0,0.12043611005988052,0.1908218528908936
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,2,0,0,0,0,0,4.578950400140488,4.55,15.421049599859511,0.03193883422025553,5.473460771686452e-06,1.0680611657797445,0.13437061669609981,0,60,0.0,0.11260529348444921,0.13437061669609981
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,3,0,0,0,0,0,4.570815347023067,4.55,15.429184652976932,0.023396992718465175,7.348214826672643e-06,1.076603007281535,0.12629119488587776,0,60,0.0,0.12072642917484376,0.12629119488587776
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,4,0,0,0,0,0,4.568696974818362,4.549999999999999,15.431303025181638,0.025441482913420396,8.152779427504254e-06,1.0745585170865797,0.12599053958690765,0,60,0.0,0.11634980637040485,0.12599053958690765
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,5,0,0,0,0,0,4.559728906925577,4.549999999999999,15.440271093074422,0.02015675738150195,8.797189614097256e-06,1.079843242618498,0.12215420479704805,0,60,0.0,0.11948764119358014,0.12215420479704805
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,6,0,0,0,0,0,4.5572568874750035,4.549999999999999,15.442743112524997,0.023186536733178015,8.915612426344858e-06,1.076813463266822,0.12197160915980716,0,60,0.0,0.11738822335305181,0.12197160915980716
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,7,0,0,0,0,0,4.556504557465122,4.549999999999999,15.443495442534878,0.016445275555923275,9.149362130391292e-06,1.0835547244440769,0.12013745614537634,0,60,0.0,0.11886330799893635,0.12013745614537633
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,8,0,0,0,0,0,4.554352220624545,4.549999999999999,15.445647779375456,0.017233676848889472,9.334232479780351e-06,1.0827663231511107,0.12003325731709648,0,60,0.0,0.11786328593179461,0.12003325731709648
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,9,0,0,0,0,0,4.5544434531010465,4.549999999999999,15.445556546898953,0.011102649743566994,9.392029342975392e-06,1.0888973502564332,0.11922399995884238,0,60,0.0,0.118563479596278,0.11922399995884238
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,10,0,0,0,0,0,4.553499306030569,4.549999999999999,15.44650069396943,0.012985230678351533,9.488507936834757e-06,1.0870147693216485,0.11913603813480549,0,60,0.0,0.1180958952203805,0.11913603813480547
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,11,0,0,0,0,0,4.552583610960859,4.549999999999999,15.447416389039141,0.009105440804909349,9.637108223865954e-06,1.0908945591950907,0.11875594339675419,0,60,0.0,0.11842170871184174,0.11875594339675419
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,12,0,0,0,0,0,4.552351801317833,4.55,15.447648198682167,0.010106246109682132,9.747257165675357e-06,1.089893753890318,0.11866783372740919,0,60,0.0,0.11819876685424861,0.11866783372740919
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,13,0,0,0,0,0,4.552260722801902,4.549999999999999,15.447739277198098,0.007000016696840585,9.914374826910004e-06,1.0929999833031594,0.11851099813574843,0,60,0.0,0.11834757368397328,0.11851099813574845
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,14,1,1,1,1,1,4.552047474003752,4.549999999999999,15.447952525996248,0.008183507568258957,1.015756048027499e-05,1.091816492431741,0.11845688152616078,0,60,0.0,0.1182030243472215,0.13401267274980766
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,15,0,0,0,1,1,4.551686723954657,4.549999999999999,15.448313276045344,0.005420506170894091,1.0344894471786215e-05,1.094579493829106,0.1284849251870167,0,60,0.0,0.1182727156542119,0.1284849251870167
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,16,0,0,0,1,1,4.552525434913549,4.549999999999998,15.447474565086452,0.006772776931104815,1.0543052072119166e-05,1.0932272230688953,0.12586754007468998,0,60,0.0,0.11826275816636503,0.12586754007468998
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,17,0,0,0,1,1,4.551314129459415,4.549999999999998,15.448685870540585,0.004529117296027908,1.0731401636279838e-05,1.095470882703972,0.12322894552457118,0,60,0.0,0.11828730510808566,0.12322894552457118
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,18,0,0,0,1,1,4.551434556581705,4.549999999999998,15.448565443418296,0.005651833392009055,1.0915202327103178e-05,1.094348166607991,0.12195936826037568,0,60,0.0,0.11827838580345001,0.12195936826037568
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,19,0,0,0,1,1,4.551352783867166,4.549999999999998,15.448647216132834,0.003717042343227311,1.1053524680673555e-05,1.0962829576567727,0.12066987038799785,0,60,0.0,0.11828883283886685,0.12066987038799785
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,20,0,0,0,1,1,4.551158376545972,4.549999999999998,15.448841623454028,0.004787688122708168,1.1160609793901787e-05,1.0952123118772918,0.12005453308039701,0,60,0.0,0.11828343339968732,0.12005453308039701
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,21,0,0,0,1,1,4.5510820008119675,4.549999999999997,15.448917999188033,0.003155444205917633,1.1239760614893274e-05,1.0968445557940825,0.11942804734307987,0,60,0.0,0.11828832217972497,0.11942804734307987
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,22,0,0,0,1,1,4.551005554439764,4.549999999999997,15.448994445560235,0.004148813662330103,1.1315072024567816e-05,1.09585118633767,0.1191319632056431,0,60,0.0,0.11828538323105427,0.1191319632056431
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,23,1,1,1,2,2,4.551009724738276,4.549999999999996,15.448990275261725,0.002680802039757272,1.1371273020822616e-05,1.0973191979602428,0.11883073853186017,0,60,0.0,0.11828426527553307,0.12306430594437447
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,24,0,0,0,2,2,4.550956065793054,4.549999999999996,15.449043934206946,0.003631485868530837,1.1413473701762544e-05,1.0963685141314692,0.1215480045610832,0,60,0.0,0.11828280079973987,0.1215480045610832
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,25,0,0,0,2,2,4.551005118275846,4.549999999999995,15.448994881724154,0.0023343069227562663,1.1444870683722395e-05,1.097665693077244,0.12059356665075292,0,60,0.0,0.11828657432026149,0.12059356665075292
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,26,0,0,0,2,2,4.5507475287669905,4.549999999999995,15.44925247123301,0.0032060012576474194,1.1464689084034529e-05,1.0967939987423527,0.11985422202485581,0,60,0.0,0.1182853740928205,0.11985422202485581
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,27,0,0,0,2,2,4.550768088230301,4.549999999999995,15.449231911769699,0.002108283269013775,1.1472260535794654e-05,1.0978917167309863,0.11939614898480118,0,60,0.0,0.11828643359434639,0.11939614898480118
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,28,0,0,0,2,2,4.5507771404390684,4.5499999999999945,15.449222859560932,0.0028611091411691386,1.1459437565616127e-05,1.0971388908588309,0.11903667592672765,0,60,0.0,0.11828596654939323,0.11903667592672765
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,29,0,0,0,2,2,4.550766063809345,4.5499999999999945,15.449233936190655,0.0019189468164071705,1.1441021734982455e-05,1.098081053183593,0.11881803875792504,0,60,0.0,0.1182860384487655,0.11881803875792504
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,30,0,0,0,2,2,4.550703898430961,4.549999999999994,15.44929610156904,0.0025769643717202155,1.1421522238612884e-05,1.09742303562828,0.11864418621939082,0,60,0.0,0.11828599153267962,0.11864418621939082
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,31,0,0,0,2,2,4.550628073145598,4.5499999999999945,15.449371926854402,0.001764360185655449,1.1404765603622586e-05,1.0982356398143447,0.1185395074934135,0,60,0.0,0.11828595271030472,0.1185395074934135
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,32,1,1,1,3,3,4.550571659439662,4.549999999999993,15.449428340560338,0.0023401521929146394,1.1376780053143236e-05,1.0976598478070854,0.11845708838688897,0,60,0.0,0.11828428919319603,0.12170747755215437
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,33,0,0,0,3,3,4.5505204324262465,4.549999999999994,15.449479567573754,0.001634680016379743,1.134104566638517e-05,1.0983653199836203,0.12062882425349479,0,60,0.0,0.11828448969263003,0.12062882425349479
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,34,0,0,0,3,3,4.550775126461044,4.549999999999993,15.449224873538956,0.002138311594428618,1.1292056984088978e-05,1.0978616884055714,0.11993314913147692,0,60,0.0,0.11828587655315498,0.11993314913147692
2,20260707,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,35,0,0,0,3,3,4.550483160867967,4.549999999999993,15.449516839132034,0.0015199215834704914,1.1234753214703343e-05,1.0984800784165296,0.11941100491539987,0,60,0.0,0.11828598718425942,0.11941100491539987
