attempt,seed,stable,stop_reason,rho0,n_agents,grid,force_scheme,agent_radius,agent_mass,v0_max,max_vel,step,raw_contact_detections,unique_contact_events,active_contacts,cumulative_raw_contact_detections,cumulative_unique_contact_events,max_rho,mean_rho,rho_safety_margin,max_u,mean_u,velocity_safety_margin,max_agent_speed_pre_clamp,agent_clamp_activations_step,agent_clamp_checks_step,agent_clamp_activation_frequency_cumulative,mean_agent_speed,max_agent_speed
5,20260710,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,0,0,0,0,0,0,4.55,4.549999999999999,15.45,0.03257710121425976,1.44655082177239e-06,1.0674228987857404,0.226846296153662,0,60,0.0,0.06958165437878391,0.226846296153662
5,20260710,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,1,0,0,0,0,0,4.594590428843356,4.549999999999999,15.405409571156644,0.015006627169834773,3.949254662733305e-06,1.0849933728301653,0.13497306208297008,0,60,0.0,0.12091852161843065,0.13497306208297008
5,20260710,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,2,0,0,0,0,0,4.57322852019566,4.55,15.42677147980434,0.020877593157883956,6.229685336253248e-06,1.0791224068421161,0.12836637613854657,0,60,0.0,0.11327869244980697,0.12836637613854654
5,20260710,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,3,0,0,0,0,0,4.5655903639701165,4.549999999999999,15.434409636029883,0.008916945674222505,8.269107115133911e-06,1.0910830543257777,0.12697270333060764,0,60,0.0,0.1211923354327759,0.12697270333060764
5,20260710,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,4,0,0,0,0,0,4.564982194495984,4.549999999999999,15.435017805504016,0.016175089610985106,9.285659601755292e-06,1.083824910389015,0.12315959528171357,0,60,0.0,0.11605348656914875,0.12315959528171357
5,20260710,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,5,0,0,0,0,0,4.560370334001326,4.549999999999999,15.439629665998673,0.007324327350004988,1.0161484181958058e-05,1.092675672649995,0.1225065339973642,0,60,0.0,0.11969980171044557,0.1225065339973642
5,20260710,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,6,0,0,0,0,0,4.5571126076189685,4.549999999999999,15.442887392381031,0.014295900776675549,1.0446578460461099e-05,1.0857040992233244,0.12065358562688466,0,60,0.0,0.11724085883944908,0.12065358562688466
5,20260710,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,7,0,0,0,0,0,4.555759688972238,4.549999999999999,15.444240311027762,0.00613715757335699,1.0842440290437993e-05,1.093862842426643,0.12033360411386379,0,60,0.0,0.11896162349209329,0.12033360411386379
5,20260710,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,8,0,0,0,0,0,4.553643389136983,4.549999999999999,15.446356610863017,0.010677569826212369,1.1126799048492683e-05,1.0893224301737878,0.11943933524086182,0,60,0.0,0.1177898799196657,0.11943933524086182
5,20260710,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,9,0,0,0,0,0,4.553379291047949,4.55,15.44662070895205,0.005036193038692557,1.1283163715556469e-05,1.0949638069613075,0.11933344712981797,0,60,0.0,0.11861403391598398,0.11933344712981797
5,20260710,True,completed,4.55,60,100x100x100,trilinear,5.0,25.0,0.2,1.0,10,0,0,0,0,0,4.553732453593403,4.549999999999999,15.446267546406597,0.008518841704150851,1.1439538419873908e-05,1.0914811582958492,0.11884364352377119,0,60,0.0,0.11806352836638369,0.1188436435237712
