attempt,seed,stable,stop_reason,rho0,n_agents,grid,force_scheme,agent_radius,agent_mass,v0_max,max_vel,step,raw_contact_detections,unique_contact_events,active_contacts,cumulative_raw_contact_detections,cumulative_unique_contact_events,max_rho,mean_rho,rho_safety_margin,max_u,mean_u,velocity_safety_margin,max_agent_speed_pre_clamp,agent_clamp_activations_step,agent_clamp_checks_step,agent_clamp_activation_frequency_cumulative,mean_agent_speed,max_agent_speed
3,20260708,True,completed,4.55,60,100x100x100,nearest,5.0,25.0,0.2,1.0,0,0,0,0,0,0,4.55,4.549999999999999,15.45,0.05782186771152119,1.3392037683990092e-06,1.0421781322884789,0.23018451671704604,0,60,0.0,0.07358985084481155,0.23018451671704604
3,20260708,True,completed,4.55,60,100x100x100,nearest,5.0,25.0,0.2,1.0,1,0,0,0,0,0,4.608979398703739,4.55,15.391020601296262,0.026730681839127295,4.503008769457317e-06,1.0732693181608728,0.13507288049572413,0,60,0.0,0.11488249089654685,0.13507288049572413
3,20260708,True,completed,4.55,60,100x100x100,nearest,5.0,25.0,0.2,1.0,2,0,0,0,0,0,4.582609662793085,4.55,15.417390337206914,0.033947137713210396,8.654052025784704e-06,1.0660528622867897,0.13489917968677717,0,60,0.0,0.11569617873196084,0.13489917968677714
3,20260708,True,completed,4.55,60,100x100x100,nearest,5.0,25.0,0.2,1.0,3,0,0,0,0,0,4.575104888150331,4.549999999999999,15.424895111849668,0.014621882491046855,1.2090024080118905e-05,1.0853781175089532,0.1263115338694539,0,60,0.0,0.11953575216133831,0.1263115338694539
3,20260708,True,completed,4.55,60,100x100x100,nearest,5.0,25.0,0.2,1.0,4,1,1,1,1,1,4.576305043477492,4.55,15.423694956522507,0.025795676076412505,1.2677739977906604e-05,1.0742043239235877,0.12627733013443496,0,60,0.0,0.11716144938450661,0.12627733013443496
3,20260708,True,completed,4.55,60,100x100x100,nearest,5.0,25.0,0.2,1.0,5,0,0,0,1,1,4.566854989597483,4.55,15.433145010402516,0.014141770600327463,1.3623205581221112e-05,1.0858582293996726,0.12566108822411737,0,60,0.0,0.11891038007987631,0.12566108822411737
3,20260708,True,completed,4.55,60,100x100x100,nearest,5.0,25.0,0.2,1.0,6,0,0,0,1,1,4.561109893900899,4.549999999999999,15.438890106099102,0.02332131780826364,1.3294804485383438e-05,1.0766786821917365,0.12214779014751315,0,60,0.0,0.11777454718009066,0.12214779014751315
3,20260708,True,completed,4.55,60,100x100x100,nearest,5.0,25.0,0.2,1.0,7,0,0,0,1,1,4.560199975485269,4.55,15.439800024514732,0.010223190381609123,1.3340288231534027e-05,1.089776809618391,0.12181050111763315,0,60,0.0,0.11859036278804877,0.12181050111763315
3,20260708,True,completed,4.55,60,100x100x100,nearest,5.0,25.0,0.2,1.0,8,0,0,0,1,1,4.555142157099262,4.549999999999999,15.444857842900738,0.01646591375010619,1.3360846323476358e-05,1.083534086249894,0.12010713653100734,0,60,0.0,0.1180426581534172,0.12010713653100735
3,20260708,True,completed,4.55,60,100x100x100,nearest,5.0,25.0,0.2,1.0,9,0,0,0,1,1,4.554141854354962,4.55,15.445858145645037,0.006808617670479276,1.3083241810449822e-05,1.0931913823295207,0.12000882954524734,0,60,0.0,0.11843823227943703,0.12000882954524734
