grid,rho0,n_agents,steps,force_scheme,agent_radius,agent_mass,v0_max,max_vel,stable_runs_requested,attempts_total,stable_runs_obtained,unstable_attempts,raw_detections_n,raw_detections_mean,raw_detections_median,raw_detections_sd,raw_detections_ci95_low,raw_detections_ci95_high,raw_detections_iqr,unique_events_n,unique_events_mean,unique_events_median,unique_events_sd,unique_events_ci95_low,unique_events_ci95_high,unique_events_iqr,steps_completed_n,steps_completed_mean,steps_completed_median,steps_completed_sd,steps_completed_ci95_low,steps_completed_ci95_high,steps_completed_iqr,max_agent_speed_pre_clamp_n,max_agent_speed_pre_clamp_mean,max_agent_speed_pre_clamp_median,max_agent_speed_pre_clamp_sd,max_agent_speed_pre_clamp_ci95_low,max_agent_speed_pre_clamp_ci95_high,max_agent_speed_pre_clamp_iqr,agent_clamp_activation_frequency_n,agent_clamp_activation_frequency_mean,agent_clamp_activation_frequency_median,agent_clamp_activation_frequency_sd,agent_clamp_activation_frequency_ci95_low,agent_clamp_activation_frequency_ci95_high,agent_clamp_activation_frequency_iqr
100x100x100,4.55,60,100,nearest,5.0,25.0,0.2,1.0,20,20,20,0,20,12.35,11.5,4.648429276308515,10.174468131463493,14.525531868536506,6.5,20,10.8,10.5,3.302311789927586,9.25447050782354,12.345529492176462,5.0,20,100.0,100.0,0.0,100.0,100.0,0.0,20,0.7678885378993427,0.21947976697602595,2.417600090389316,-0.36358313336495685,1.8993602091636423,0.06675073565608988,20,0.0008083333333333333,0.0,0.00361497656362466,-0.0008835277773133829,0.0025001944439800496,0.0
