grid,rho0,n_agents,step,n_runs,raw_contact_detections_n,raw_contact_detections_mean,raw_contact_detections_sd,raw_contact_detections_median,raw_contact_detections_ci95_low,raw_contact_detections_ci95_high,raw_contact_detections_iqr,raw_contact_detections_min,raw_contact_detections_max,unique_contact_events_n,unique_contact_events_mean,unique_contact_events_sd,unique_contact_events_median,unique_contact_events_ci95_low,unique_contact_events_ci95_high,unique_contact_events_iqr,unique_contact_events_min,unique_contact_events_max,cumulative_raw_contact_detections_n,cumulative_raw_contact_detections_mean,cumulative_raw_contact_detections_sd,cumulative_raw_contact_detections_median,cumulative_raw_contact_detections_ci95_low,cumulative_raw_contact_detections_ci95_high,cumulative_raw_contact_detections_iqr,cumulative_raw_contact_detections_min,cumulative_raw_contact_detections_max,cumulative_unique_contact_events_n,cumulative_unique_contact_events_mean,cumulative_unique_contact_events_sd,cumulative_unique_contact_events_median,cumulative_unique_contact_events_ci95_low,cumulative_unique_contact_events_ci95_high,cumulative_unique_contact_events_iqr,cumulative_unique_contact_events_min,cumulative_unique_contact_events_max,active_contacts_n,active_contacts_mean,active_contacts_sd,active_contacts_median,active_contacts_ci95_low,active_contacts_ci95_high,active_contacts_iqr,active_contacts_min,active_contacts_max,max_rho_n,max_rho_mean,max_rho_sd,max_rho_median,max_rho_ci95_low,max_rho_ci95_high,max_rho_iqr,max_rho_min,max_rho_max,max_u_n,max_u_mean,max_u_sd,max_u_median,max_u_ci95_low,max_u_ci95_high,max_u_iqr,max_u_min,max_u_max,mean_agent_speed_n,mean_agent_speed_mean,mean_agent_speed_sd,mean_agent_speed_median,mean_agent_speed_ci95_low,mean_agent_speed_ci95_high,mean_agent_speed_iqr,mean_agent_speed_min,mean_agent_speed_max
100x100x100,1.0,30,10,100,100,0.1,0.3333333333333333,0.0,0.03385943494711943,0.16614056505288058,0.0,0.0,2.0,100,0.08,0.2726599243442907,0.0,0.02589835560977883,0.13410164439022118,0.0,0.0,1.0,100,0.72,1.1108282468227904,1.0,0.4995875762353198,0.9404124237646801,1.0,0.0,8.0,100,0.65,0.8333333333333334,1.0,0.4846485873677986,0.8153514126322015,1.0,0.0,5.0,100,0.1,0.3333333333333333,0.0,0.03385943494711943,0.16614056505288058,0.0,0.0,2.0,100,1.0022495600181947,0.0020996947506363257,1.0014246340761588,1.0018329350264576,1.0026661850099317,0.0011182483990925807,1.0009741012825673,1.011855222958474,100,0.012263906931371846,0.0027960237349080866,0.01180051116761785,0.011709115162187587,0.012818698700556104,0.0021264510720917992,0.0079735640337757,0.0315725889035446,100,0.2522134959911245,0.0003067959684877056,0.25228289119427794,0.25215262101498936,0.2522743709672597,1.2355226173765832e-05,0.2502460429439743,0.2522977259303412
100x100x100,1.0,30,11,100,100,0.05,0.2190429135575903,0.0,0.006537133779415102,0.0934628662205849,0.0,0.0,1.0,100,0.03,0.1714466079977653,0.0,-0.004018726588115737,0.06401872658811573,0.0,0.0,1.0,100,0.77,1.2297244497131143,1.0,0.525995990109896,1.014004009890104,1.0,0.0,9.0,100,0.68,0.8513803408867772,1.0,0.5110676695365035,0.8489323304634966,1.0,0.0,5.0,100,0.05,0.2190429135575903,0.0,0.006537133779415102,0.0934628662205849,0.0,0.0,1.0,100,1.0018788121831883,0.0017768112030087158,1.001238646073133,1.0015262542923105,1.0022313700740662,0.0008081519709151053,1.0008703829115682,1.0136599325910831,100,0.009730632210587986,0.005299756795128362,0.008247166495832452,0.008679045483370085,0.010782218937805886,0.0033405359895296253,0.0050474138543099,0.0419644824969901,100,0.2522222343048167,0.0003148596425466706,0.2522971658505525,0.2521597593208056,0.25228470928882785,7.378614457986821e-06,0.2502570094680995,0.2523101100502579
100x100x100,1.0,30,12,100,100,0.06,0.23868325657594203,0.0,0.012640063624216553,0.10735993637578345,0.0,0.0,1.0,100,0.05,0.2190429135575903,0.0,0.006537133779415102,0.0934628662205849,0.0,0.0,1.0,100,0.83,1.271720380929993,1.0,0.5776630862480772,1.0823369137519228,1.0,0.0,9.0,100,0.73,0.8510836823388369,1.0,0.5611265330284689,0.898873466971531,1.0,0.0,5.0,100,0.06,0.23868325657594203,0.0,0.012640063624216553,0.10735993637578345,0.0,0.0,1.0,100,1.0017567696460161,0.001922891488560074,1.0010804667620978,1.00137522625725,1.0021383130347823,0.0007083180922669019,1.0006981451941612,1.013680627405641,100,0.010094790429973497,0.004280398458668532,0.00917016863916395,0.00924546651185005,0.010944114348096945,0.002111621445312949,0.0058653941880224,0.0406575602117846,100,0.2522516419130504,0.0002240002625974428,0.252306900567563,0.2522071954012298,0.25229608842487095,4.7753243575532345e-06,0.250449533167748,0.2523177214546256
100x100x100,1.0,30,13,100,100,0.04,0.19694638556693236,0.0,0.0009215643204418256,0.07907843567955818,0.0,0.0,1.0,100,0.03,0.1714466079977653,0.0,-0.004018726588115737,0.06401872658811573,0.0,0.0,1.0,100,0.87,1.3231047050804638,1.0,0.6074673215455596,1.1325326784544405,1.0,0.0,9.0,100,0.76,0.8542230210530327,1.0,0.5905036201191212,0.9294963798808789,1.0,0.0,5.0,100,0.04,0.19694638556693236,0.0,0.0009215643204418256,0.07907843567955818,0.0,0.0,1.0,100,1.0015777435164699,0.001925141754344264,1.0009045288495035,1.0011957536261522,1.0019597334067876,0.0005710049565466058,1.000595341793,1.0127912159998642,100,0.008075093578100281,0.004222953170291124,0.00657541262892955,0.007237168051475556,0.008913019104725006,0.002558497369150251,0.0040158812179923,0.0283941790013026,100,0.25228424311837033,0.00011622519445078901,0.25231666066733355,0.25226118151826726,0.2523073047184734,3.7904296624757805e-06,0.2515615593802853,0.2523239684921332
100x100x100,1.0,30,14,100,100,0.14,0.37658754867650873,0.0,0.06527686021596965,0.21472313978403038,0.0,0.0,2.0,100,0.13,0.36666666666666664,0.0,0.05724537844183136,0.20275462155816865,0.0,0.0,2.0,100,1.01,1.4872861869930087,1.0,0.7148901535908145,1.3051098464091855,1.0,0.0,10.0,100,0.89,0.9938701010583717,1.0,0.6927946097805073,1.0872053902194927,1.0,0.0,6.0,100,0.14,0.37658754867650873,0.0,0.06527686021596965,0.21472313978403038,0.0,0.0,2.0,100,1.0014038866621524,0.0015911203785482293,1.0008296728483264,1.0010881738594395,1.0017195994648653,0.0004492695462028351,1.0005333813749495,1.0096250026958302,100,0.008042972130431793,0.002264926068142396,0.0074655395266609,0.007593561660581981,0.008492382600281604,0.001724347280653099,0.0049875127333251,0.0202593611972477,100,0.252202157173235,0.00047868024719252854,0.2523206019511368,0.2521071766271481,0.25229713771932194,4.835096368838165e-06,0.2487537533470461,0.2523247285188053
100x100x100,1.0,30,15,100,100,0.05,0.21904291355759034,0.0,0.006537133779415102,0.0934628662205849,0.0,0.0,1.0,100,0.04,0.19694638556693236,0.0,0.0009215643204418256,0.07907843567955818,0.0,0.0,1.0,100,1.06,1.5427903357883794,1.0,0.7538769262984997,1.3661230737015004,1.0,0.0,10.0,100,0.93,0.9975221827360559,1.0,0.7320699575431635,1.1279300424568366,1.0,0.0,6.0,100,0.05,0.21904291355759034,0.0,0.006537133779415102,0.0934628662205849,0.0,0.0,1.0,100,1.0011992493240092,0.0012016182217698744,1.0007517569119555,1.000960822199512,1.0014376764485062,0.0004522493168481745,1.0004869691446696,1.0064258198068012,100,0.00843579058430247,0.00784700127891264,0.0057099869025545,0.006878775288628593,0.009992805879976346,0.0029995049191889247,0.0034463840909221,0.0484376262651457,100,0.25218297841492665,0.00051704612112749,0.25232111666591217,0.25208038524709736,0.25228557158275594,4.992930123515205e-06,0.2487536208639214,0.2523268189209444
100x100x100,1.0,30,16,100,100,0.06,0.238683256575942,0.0,0.01264006362421656,0.10735993637578344,0.0,0.0,1.0,100,0.06,0.238683256575942,0.0,0.01264006362421656,0.10735993637578344,0.0,0.0,1.0,100,1.12,1.5588133274702873,1.0,0.8106976171274628,1.4293023828725375,1.0,0.0,10.0,100,0.99,1.0298082590973188,1.0,0.7856636995415403,1.1943363004584597,1.0,0.0,6.0,100,0.06,0.238683256575942,0.0,0.01264006362421656,0.10735993637578344,0.0,0.0,1.0,100,1.0017346558712779,0.0028108090596825116,1.0007206166657685,1.0011769303728884,1.0022923813696674,0.0006769696852351181,1.0004086176531306,1.0164070864473709,100,0.00821924960020028,0.005675130012168625,0.0066463399856921505,0.007093180682940098,0.009345318517460462,0.0015980159802995745,0.0044362300151805,0.0414405357086004,100,0.2522347592981229,0.00028369065480907124,0.25231995930390855,0.252178468917495,0.25229104967875077,5.204410303383256e-06,0.2503710973101897,0.2523250416204712
100x100x100,1.0,30,17,100,100,0.06,0.23868325657594203,0.0,0.012640063624216553,0.10735993637578345,0.0,0.0,1.0,100,0.06,0.23868325657594203,0.0,0.012640063624216553,0.10735993637578345,0.0,0.0,1.0,100,1.18,1.552970434914062,1.0,0.8718569737730986,1.4881430262269013,1.0,0.0,10.0,100,1.05,1.0286305498481019,1.0,0.845897382607174,1.2541026173928262,1.0,0.0,6.0,100,0.06,0.23868325657594203,0.0,0.012640063624216553,0.10735993637578345,0.0,0.0,1.0,100,1.0016060593250333,0.002622187566754283,1.000619133221361,1.0010857604230141,1.0021263582270525,0.0007175461665851479,1.000381617834529,1.0142355062392552,100,0.007383848954283273,0.005883379515927063,0.0052231344291024506,0.006216458817471396,0.008551239091095151,0.0023061006233056998,0.0030055099907839,0.0364170082181527,100,0.25222219802969126,0.00031447384869010946,0.25231786296623915,0.2521597995955511,0.2522845964638314,4.688305547451144e-06,0.2501881628070243,0.2523211303130587
100x100x100,1.0,30,18,100,100,0.05,0.2190429135575903,0.0,0.006537133779415102,0.0934628662205849,0.0,0.0,1.0,100,0.05,0.2190429135575903,0.0,0.006537133779415102,0.0934628662205849,0.0,0.0,1.0,100,1.23,1.5754108010037229,1.0,0.9174043182936076,1.5425956817063924,1.0,0.0,10.0,100,1.1,1.0683698523517695,1.0,0.8880122428399742,1.311987757160026,1.0,0.0,6.0,100,0.05,0.2190429135575903,0.0,0.006537133779415102,0.0934628662205849,0.0,0.0,1.0,100,1.001377568656273,0.0019102911890956436,1.0005735742952317,1.000998525440286,1.0017566118722598,0.0007704748369770087,1.0003098121294034,1.0095741040092865,100,0.007741791700787635,0.006618781645085742,0.0057775714469316,0.006428481826884818,0.009055101574690451,0.0017784385705135004,0.0037200350592992,0.0424546340385725,100,0.2522267565168461,0.00032724499573567515,0.25231575338247514,0.25216182401006004,0.2522916890236322,3.7604255654355434e-06,0.2501854453426887,0.2523189101584767
100x100x100,1.0,30,19,100,100,0.08,0.27265992434429076,0.0,0.025898355609778823,0.13410164439022118,0.0,0.0,1.0,100,0.07,0.2564323999762428,0.0,0.019118248503115068,0.12088175149688495,0.0,0.0,1.0,100,1.31,1.6124202274528159,1.0,0.9900608451607296,1.6299391548392705,1.25,0.0,10.0,100,1.17,1.1106008929558553,1.0,0.9496326881749979,1.390367311825002,0.5,0.0,6.0,100,0.08,0.27265992434429076,0.0,0.025898355609778823,0.13410164439022118,0.0,0.0,1.0,100,1.0015790416813988,0.0025338747931571886,1.000541065698399,1.0010762659496208,1.0020818174131767,0.000856999390516533,1.0003098235462229,1.0146576710603232,100,0.007240369589533086,0.006747082358678136,0.0046991947363308004,0.005901602070549203,0.008579137108516969,0.0028206121470533254,0.0028497511183583,0.037983449612577,100,0.25221611040513287,0.0003558495582761052,0.2523140542037629,0.25214550213255826,0.25228671867770747,5.1943494406847535e-06,0.2494490872176502,0.2523164813257028
100x100x100,1.0,30,20,100,100,0.08,0.3074824459143229,0.0,0.018988811850154677,0.1410111881498453,0.0,0.0,2.0,100,0.08,0.3074824459143229,0.0,0.018988811850154677,0.1410111881498453,0.0,0.0,2.0,100,1.39,1.6199201875837632,1.0,1.0685726903579247,1.7114273096420751,1.0,0.0,10.0,100,1.25,1.131504763712036,1.0,1.0254849067041794,1.4745150932958206,1.0,0.0,6.0,100,0.08,0.3074824459143229,0.0,0.018988811850154677,0.1410111881498453,0.0,0.0,2.0,100,1.0013275596061144,0.0019100792289418508,1.000502844998533,1.0009485584476205,1.0017065607646083,0.0007839259819295563,1.000276070382719,1.0111907050082685,100,0.007576985253511543,0.006871812329810718,0.005070710358291651,0.006213468602218445,0.008940501904804641,0.0014612883059115008,0.0032966309335871,0.0466523079360364,100,0.25222049476978153,0.0003388450544043229,0.25231279392919803,0.2521532605596905,0.25228772897987256,3.443482190723657e-06,0.2494488367356861,0.2523156709720268
100x100x100,1.0,30,21,100,100,0.05,0.2190429135575903,0.0,0.006537133779415102,0.0934628662205849,0.0,0.0,1.0,100,0.05,0.2190429135575903,0.0,0.006537133779415102,0.0934628662205849,0.0,0.0,1.0,100,1.44,1.6472812005044413,1.0,1.1131436717929464,1.7668563282070535,1.0,0.0,10.0,100,1.3,1.1763666026534347,1.0,1.0665833445734931,1.533416655426507,1.0,0.0,6.0,100,0.05,0.2190429135575903,0.0,0.006537133779415102,0.0934628662205849,0.0,0.0,1.0,100,1.001408056857415,0.002283657405496828,1.0004880871306496,1.000954929683855,1.0018611840309752,0.0008285741169236083,1.0002515550774578,1.0154552513936714,100,0.007025246662228819,0.0066948929916165545,0.00419930280614685,0.005696834645926552,0.008353658678531085,0.004780756594808274,0.0024965433055913,0.0442147199481621,100,0.2522264629790179,0.00033986628906444613,0.252312129135284,0.25215902613381447,0.25229389982422135,2.926240921075074e-06,0.2494256495721774,0.2523148931915733
100x100x100,1.0,30,22,100,100,0.04,0.2428783625395621,0.0,-0.008192336412455065,0.08819233641245507,0.0,0.0,2.0,100,0.04,0.2428783625395621,0.0,-0.008192336412455065,0.08819233641245507,0.0,0.0,2.0,100,1.48,1.6543789460004912,1.0,1.1517353250998155,1.8082646749001845,1.0,0.0,10.0,100,1.34,1.1910440204231996,1.0,1.103671026459065,1.5763289735409352,1.0,0.0,6.0,100,0.04,0.2428783625395621,0.0,-0.008192336412455065,0.08819233641245507,0.0,0.0,2.0,100,1.0013434003048756,0.001960719754647995,1.0004589071734273,1.0009543509674272,1.0017324496423239,0.0009141622512385261,1.0002399490620977,1.0102835617347865,100,0.0068582207949875115,0.006444318883960322,0.00455679284256955,0.005579528117889258,0.008136913472085765,0.0018447060814664748,0.0030332049619003,0.0464566481253157,100,0.2522335445132562,0.0003449743327768561,0.25231172324537854,0.2521650941213604,0.252301994905152,3.0003505619435877e-06,0.2494259035466133,0.2523139383016026
100x100x100,1.0,30,23,100,100,0.06,0.27779797906341425,0.0,0.0048788540825924764,0.11512114591740752,0.0,0.0,2.0,100,0.06,0.27779797906341425,0.0,0.0048788540825924764,0.11512114591740752,0.0,0.0,2.0,100,1.54,1.666181747637879,1.0,1.209393393191304,1.8706066068086962,1.0,0.0,10.0,100,1.4,1.214391812697811,1.0,1.1590383179377244,1.6409616820622754,1.0,0.0,6.0,100,0.06,0.27779797906341425,0.0,0.0048788540825924764,0.11512114591740752,0.0,0.0,2.0,100,1.0012713603691583,0.0020609107539178496,1.0004207371909883,1.0008624309637952,1.0016802897745214,0.0009525090376560907,1.000217869470851,1.015334237351639,100,0.00645264559278719,0.006326911678375857,0.00374354103517905,0.005197249052444845,0.007708042133129535,0.0034965067644239503,0.0022122973161758,0.0372508514273282,100,0.2522489320128977,0.0002458260042712252,0.25231162455926437,0.25220015480041613,0.2522977092253793,2.410274974218307e-06,0.250848637125926,0.2523138261358962
100x100x100,1.0,30,24,100,100,0.04,0.19694638556693236,0.0,0.0009215643204418256,0.07907843567955818,0.0,0.0,1.0,100,0.04,0.19694638556693236,0.0,0.0009215643204418256,0.07907843567955818,0.0,0.0,1.0,100,1.58,1.6707827960315942,1.0,1.248480445369516,1.9115195546304842,1.0,0.0,10.0,100,1.44,1.22532205620161,1.0,1.196869520493204,1.6831304795067958,1.0,0.0,6.0,100,0.04,0.19694638556693236,0.0,0.0009215643204418256,0.07907843567955818,0.0,0.0,1.0,100,1.001240146260391,0.0021640349813340037,1.0003953679183757,1.0008107547710121,1.00166953774977,0.000899135301325904,1.0002094400607051,1.0135330831835483,100,0.0062075426459080926,0.005431912831040188,0.0040726424045163,0.005129733294019122,0.0072853519977970635,0.0024726043763711493,0.0026405278760045,0.0371437352752449,100,0.25226084639423474,0.00019881991350994508,0.2523116289645274,0.2522213962099648,0.25230029657850467,2.1623019090255546e-06,0.2508602276331505,0.252314626089535
