grid,rho0,n_agents,n_runs,total_raw_contact_detections_n,total_raw_contact_detections_mean,total_raw_contact_detections_sd,total_raw_contact_detections_median,total_raw_contact_detections_ci95_low,total_raw_contact_detections_ci95_high,total_raw_contact_detections_iqr,total_raw_contact_detections_min,total_raw_contact_detections_max,total_unique_contact_events_n,total_unique_contact_events_mean,total_unique_contact_events_sd,total_unique_contact_events_median,total_unique_contact_events_ci95_low,total_unique_contact_events_ci95_high,total_unique_contact_events_iqr,total_unique_contact_events_min,total_unique_contact_events_max,peak_active_contacts_n,peak_active_contacts_mean,peak_active_contacts_sd,peak_active_contacts_median,peak_active_contacts_ci95_low,peak_active_contacts_ci95_high,peak_active_contacts_iqr,peak_active_contacts_min,peak_active_contacts_max,peak_max_rho_n,peak_max_rho_mean,peak_max_rho_sd,peak_max_rho_median,peak_max_rho_ci95_low,peak_max_rho_ci95_high,peak_max_rho_iqr,peak_max_rho_min,peak_max_rho_max,peak_max_u_n,peak_max_u_mean,peak_max_u_sd,peak_max_u_median,peak_max_u_ci95_low,peak_max_u_ci95_high,peak_max_u_iqr,peak_max_u_min,peak_max_u_max,minimum_rho_safety_margin_n,minimum_rho_safety_margin_mean,minimum_rho_safety_margin_sd,minimum_rho_safety_margin_median,minimum_rho_safety_margin_ci95_low,minimum_rho_safety_margin_ci95_high,minimum_rho_safety_margin_iqr,minimum_rho_safety_margin_min,minimum_rho_safety_margin_max,minimum_velocity_safety_margin_n,minimum_velocity_safety_margin_mean,minimum_velocity_safety_margin_sd,minimum_velocity_safety_margin_median,minimum_velocity_safety_margin_ci95_low,minimum_velocity_safety_margin_ci95_high,minimum_velocity_safety_margin_iqr,minimum_velocity_safety_margin_min,minimum_velocity_safety_margin_max,first_raw_contact_step_n,first_raw_contact_step_mean,first_raw_contact_step_sd,first_raw_contact_step_median,first_raw_contact_step_ci95_low,first_raw_contact_step_ci95_high,first_raw_contact_step_iqr,first_raw_contact_step_min,first_raw_contact_step_max,first_unique_contact_step_n,first_unique_contact_step_mean,first_unique_contact_step_sd,first_unique_contact_step_median,first_unique_contact_step_ci95_low,first_unique_contact_step_ci95_high,first_unique_contact_step_iqr,first_unique_contact_step_min,first_unique_contact_step_max,mean_agent_speed_over_time_n,mean_agent_speed_over_time_mean,mean_agent_speed_over_time_sd,mean_agent_speed_over_time_median,mean_agent_speed_over_time_ci95_low,mean_agent_speed_over_time_ci95_high,mean_agent_speed_over_time_iqr,mean_agent_speed_over_time_min,mean_agent_speed_over_time_max
100x100x100,2.93,50,100,100,10.91,3.717539644724856,11.0,10.17235948187424,11.64764051812576,4.25,3.0,22.0,100,10.02,3.3180863415072506,10.0,9.361619683435395,10.678380316564605,4.0,2.0,19.0,100,1.49,0.5411361037930132,1.0,1.3826268569738476,1.5973731430261524,1.0,1.0,3.0,100,2.96490994342175,0.0036339442382247555,2.964354063443364,2.9641888900458895,2.9656309967976107,0.005563335505825329,2.955629460082021,2.9739181703213244,100,0.052369587409292685,0.006899643551684035,0.052088620014655404,0.051000548439777145,0.053738626378808226,0.009273775520022474,0.0374745560778018,0.0678303187269238,100,17.035090056578248,0.0036339442382247026,17.035645936556634,17.03436900320239,17.035811109954107,0.005563335505826217,17.026081829678674,17.044370539917978,100,1.0476304125907074,0.006899643551684044,1.0479113799853446,1.0462613736211919,1.048999451560223,0.009273775520022287,1.0321696812730763,1.0625254439221983,100,11.03,10.031722411702516,8.0,9.039488633709048,13.02051136629095,8.25,2.0,65.0,100,11.03,10.031722411702516,8.0,9.039488633709048,13.02051136629095,8.25,2.0,65.0,100,0.1469812587917369,6.259090151003558e-05,0.14698545340783611,0.14696883939895777,0.14699367818451603,8.450853107588863e-05,0.14681082025085224,0.1471314598590691
100x100x100,2.93,60,100,100,16.0,5.0950560310555915,16.0,14.989030345389688,17.01096965461031,7.25,7.0,30.0,100,14.85,4.4207385460949045,15.0,13.9728295638307,15.727170436169299,7.0,7.0,25.0,100,1.78,0.5427204202399746,2.0,1.672312494218774,1.8876875057812261,1.0,1.0,3.0,100,2.966096883333197,0.003374903809104017,2.96604819492235,2.965427229198397,2.966766537467997,0.004979511722518648,2.9572503301123603,2.9739181703213244,100,0.05455086424771197,0.006345744478247896,0.05451036205016335,0.053291730871294435,0.05580999762412951,0.009791459766282103,0.0388004699297294,0.0678303187269238,100,17.033903116666803,0.0033749038091041603,17.03395180507765,17.033233462532003,17.034572770801603,0.004979511722517316,17.026081829678674,17.04274966988764,100,1.0454491357522882,0.006345744478247908,1.0454896379498368,1.0441900023758706,1.0467082691287057,0.00979145976628204,1.0321696812730763,1.0611995300702708,100,8.79,6.273714605359009,7.0,7.545158913063135,10.034841086936863,8.0,2.0,40.0,100,8.79,6.273714605359009,7.0,7.545158913063135,10.034841086936863,8.0,2.0,40.0,100,0.14696875606108178,6.44106779904184e-05,0.14697917082241027,0.1469559755851686,0.14698153653699497,7.282725176979699e-05,0.14676550163550015,0.14710126932303777
100x100x100,4.55,30,100,100,2.89,1.7860005542546675,3.0,2.535618742470515,3.244381257529485,2.25,0.0,7.0,100,2.59,1.53803626600791,2.5,2.2848202368832427,2.895179763116757,2.25,0.0,7.0,100,0.96,0.373895680368174,1.0,0.8858109852888532,1.0341890147111468,0.0,0.0,2.0,100,4.724629238861911,0.8228758341270223,4.607385641695634,4.561352820949346,4.887905656774476,0.007017958207174324,4.595279921298906,10.514853454567287,100,0.07359500021094718,0.1332225779954498,0.0537344217956917,0.047160750451685676,0.10002924997020869,0.00956022926362108,0.0399590586267457,1.0,100,15.275370761138088,0.8228758341270223,15.392614358304366,15.112094343225523,15.438647179050653,0.007017958207175212,9.485146545432713,15.404720078701093,100,1.026404999789053,0.13322257799544981,1.0462655782043084,0.9999707500297914,1.0528392495483145,0.009560229263621212,0.10000000000000009,1.0600409413732543,91,27.593406593406595,20.112449445818942,24.0,23.40478626982102,31.78202691699217,29.0,4.0,94.0,91,27.593406593406595,20.112449445818942,24.0,23.40478626982102,31.78202691699217,29.0,4.0,94.0,100,0.1184011684583873,0.004043973111772596,0.11781200870964907,0.11759875645837342,0.11920358045840118,0.00015571092790335472,0.1176419603598768,0.1467188321347918
100x100x100,4.55,40,100,100,6.57,3.269865471547752,6.0,5.921187750194784,7.218812249805216,5.0,1.0,15.0,100,5.83,2.6592890369078317,6.0,5.302339361379956,6.357660638620044,4.0,1.0,13.0,100,1.22,0.43992653197477594,1.0,1.1327090317803026,1.3072909682196974,0.0,1.0,3.0,100,4.697917630048602,0.6421441777102679,4.609195737084387,4.570502293771079,4.825332966326125,0.005853638740820344,4.597105467276186,10.14624494477819,100,0.07373734412390238,0.12031821354125548,0.05585143422740935,0.049863600234587024,0.09761108801321774,0.008318675690472281,0.04409340494681,0.9140360106747392,100,15.302082369951398,0.6421441777102679,15.390804262915614,15.174667033673874,15.429497706228922,0.00585363874082212,9.85375505522181,15.402894532723813,100,1.0262626558760977,0.12031821354125549,1.0441485657725909,1.0023889119867824,1.050136399765413,0.008318675690472288,0.18596398932526093,1.05590659505319,100,18.9,15.693722607875078,13.0,15.786024956795925,22.01397504320407,20.25,3.0,81.0,100,18.9,15.693722607875078,13.0,15.786024956795925,22.01397504320407,20.25,3.0,81.0,100,0.11823366364141247,0.0030467045350158727,0.11779599698507046,0.1176291313629271,0.11883819591989783,0.00010804408685104183,0.1176351583776884,0.13945175838590965
100x100x100,4.55,50,100,100,9.16,3.7570674142947653,9.0,8.414516314830339,9.905483685169662,5.0,1.0,20.0,100,8.23,3.287119029659789,8.0,7.577764269946676,8.882235730053326,4.0,1.0,16.0,100,1.32,0.4898979485566356,1.0,1.2227936185926513,1.4172063814073488,1.0,1.0,3.0,100,4.754619520915383,0.8455908672927124,4.610365954297288,4.586835947616497,4.9224030942142685,0.008291693605531947,4.597105467276186,10.238696320279283,100,0.08376165759372739,0.1447495889226549,0.0581644554420266,0.05504019878617765,0.11248311640127713,0.009273775520022468,0.0435503915051731,0.9459924890390246,100,15.245380479084618,0.8455908672927124,15.389634045702714,15.077596905785732,15.413164052383504,0.008291693605531947,9.761303679720717,15.402894532723813,100,1.0162383424062726,0.1447495889226549,1.0418355445579734,0.9875168835987229,1.0449598012138224,0.009273775520022287,0.15400751096097554,1.056449608494827,100,14.95,11.730453331117914,12.0,12.622423565060247,17.277576434939753,12.0,2.0,82.0,100,14.95,11.730453331117914,12.0,12.622423565060247,17.277576434939753,12.0,2.0,82.0,100,0.11833200216872161,0.0029531285712891616,0.11782094225526939,0.117746037391585,0.11891796694585823,9.181944959270327e-05,0.11765433443443836,0.13508221026310901
100x100x100,4.55,60,100,100,13.78,4.520614957719757,14.0,12.883011916929734,14.676988083070265,6.0,3.0,23.0,100,12.5,4.04894299712152,12.5,11.696601866910436,13.303398133089564,5.0,2.0,23.0,100,1.66,0.5359782899266792,2.0,1.5536502791445184,1.7663497208554815,1.0,1.0,3.0,100,4.820501023608743,1.0748931123450016,4.612853158024198,4.607218910142899,5.033783137074586,0.00735332921913745,4.599614335400575,11.641079696777178,100,0.09606572115373206,0.17507346760261316,0.060586197477534603,0.061327346934720015,0.13080409537274412,0.009791459766282096,0.0448763053571007,1.0,100,15.179498976391255,1.0748931123450016,15.387146841975802,14.96621686292541,15.392781089857099,0.00735332921913745,8.358920303222822,15.400385664599426,100,1.003934278846268,0.17507346760261314,1.0394138025224655,0.9691959046272559,1.03867265306528,0.009791459766281818,0.10000000000000009,1.0551236946428995,100,11.46,7.841124429776148,10.0,9.90415079869398,13.015849201306022,9.0,3.0,61.0,100,11.46,7.841124429776148,10.0,9.90415079869398,13.015849201306022,9.0,3.0,61.0,100,0.1183828666964336,0.0028176826791983414,0.11780879651832682,0.11782377732280791,0.11894195607005928,9.808988319158496e-05,0.11767033365261831,0.1321432545772482
130x130x130,1.0,30,100,100,2.87,2.359827934148564,2.5,2.4017589410235263,3.338241058976474,3.0,0.0,14.0,100,2.57,1.6283783840422845,2.0,2.24689440067864,2.8931055993213595,3.0,0.0,6.0,100,0.91,0.37859388972001823,1.0,0.8348787586250501,0.9851212413749499,0.0,0.0,2.0,100,1.014119202331657,0.0014173521551974454,1.0142414115041736,1.013837968914386,1.014400435748928,0.0023367455047065278,1.010776291565643,1.016796322736398,100,0.04562542092519875,0.0029138736932712646,0.04593816821248925,0.04504724516750169,0.04620359668289581,0.004054294445815322,0.0370324140729672,0.0516413596932589,100,18.985880797668344,0.0014173521551973922,18.985758588495827,18.98559956425107,18.986162031085616,0.0023367455047065278,18.983203677263603,18.989223708434356,100,1.0543745790748014,0.0029138736932712624,1.0540618317875108,1.0537964033171043,1.0549527548324984,0.004054294445815287,1.048358640306741,1.0629675859270329,88,25.602272727272727,21.610203939703332,21.5,21.023508016764413,30.18103743778104,31.25,1.0,97.0,88,25.602272727272727,21.610203939703332,21.5,21.023508016764413,30.18103743778104,31.25,1.0,97.0,100,0.2519702892378293,7.090774344250998e-05,0.2519767433507224,0.2519562196031756,0.25198435887248305,0.00010512082018343527,0.2517797654370323,0.2521173235179115
130x130x130,1.0,40,100,100,5.16,5.958984389096431,4.0,3.9776082160916033,6.342391783908397,3.0,0.0,44.0,100,4.31,2.2188130415001877,4.0,3.8697393550654304,4.750260644934569,3.0,0.0,11.0,100,1.07,0.35547663265485724,1.0,0.9994657239593375,1.1405342760406627,0.0,0.0,3.0,100,1.0147961158784293,0.0012123316867641005,1.0150082074963402,1.0145555629700471,1.0150366687868115,0.0018975953846136484,1.011418307926896,1.0172153153860604,100,0.04677335712680072,0.0022613120320928593,0.046940714155122354,0.04632466376011022,0.047222050493491215,0.0030186174639654575,0.0407760215352547,0.052463530595524,100,18.98520388412157,0.00121233168676405,18.98499179250366,18.984963331213187,18.985444437029955,0.0018975953846123161,18.98278468461394,18.988581692073105,100,1.0532266428731993,0.0022613120320928584,1.0530592858448777,1.0527779495065088,1.0536753362398898,0.0030186174639652563,1.0475364694044762,1.0592239784647455,98,23.224489795918366,20.230899410904144,16.5,19.1684510392097,27.280528552627032,26.25,1.0,88.0,98,23.224489795918366,20.230899410904144,16.5,19.1684510392097,27.280528552627032,26.25,1.0,88.0,100,0.25194724284913544,5.9144691314219576e-05,0.25195085712552534,0.25193550725922526,0.25195897843904563,9.333613622308778e-05,0.2518033748230893,0.25208853932878134
130x130x130,1.0,50,100,100,7.93,3.8827642969743335,7.0,7.1595753262929005,8.700424673707099,5.0,2.0,23.0,100,7.09,2.7120941254784183,7.0,6.551861686192778,7.628138313807222,4.0,1.0,14.0,100,1.24,0.42923469599092784,1.0,1.1548305240005758,1.3251694759994241,0.0,1.0,2.0,100,1.015121060558367,0.0015466305906847216,1.0150739853933177,1.014814175494779,1.0154279456219548,0.0016749189831051225,1.0114876694040984,1.025312273539736,100,0.047553666302029264,0.004421956603713423,0.04752834448239355,0.0466762541768025,0.04843107842725603,0.0030134828229261,0.0417610683634158,0.0865622041883265,100,18.984878939441632,0.0015466305906846726,18.984926014606682,18.984572054378045,18.98518582450522,0.0016749189831060107,18.974687726460264,18.988512330595903,100,1.0524463336979708,0.004421956603713424,1.0524716555176066,1.051568921572744,1.0533237458231977,0.003013482822926239,1.0134377958116736,1.0582389316365843,100,13.82,11.590121185341815,9.0,11.52026850731039,16.11973149268961,14.25,1.0,52.0,100,13.82,11.590121185341815,9.0,11.52026850731039,16.11973149268961,14.25,1.0,52.0,100,0.2519334743020745,7.139530722498532e-05,0.25193927405191335,0.2519193079241886,0.25194764067996045,0.00010350644845030788,0.2516926751319369,0.2520687075919842
130x130x130,1.0,60,100,100,12.35,5.955008078258267,11.0,11.168397202428588,13.531602797571411,7.0,4.0,36.0,100,10.35,3.2856437033638546,10.0,9.698057006691226,11.001942993308774,5.0,4.0,18.0,100,1.47,0.5587684871413403,1.0,1.3591282095801855,1.5808717904198144,1.0,1.0,3.0,100,1.0152427915017208,0.000990014351691213,1.0152378259346526,1.0150463511758268,1.0154392318276149,0.0012988894856864608,1.012882957984037,1.0172153153860604,100,0.04741040453865777,0.002034774407920111,0.04787209023384595,0.047006661151372836,0.0478141479259427,0.0022653719839381276,0.0417610683634158,0.0505855095471603,100,18.98475720849828,0.0009900143516913195,18.98476217406535,18.984560768172386,18.984953648824174,0.0012988894856853506,18.98278468461394,18.987117042015964,100,1.0525895954613422,0.0020347744079201196,1.052127909766154,1.0521858520740572,1.0529933388486272,0.00226537198393828,1.0494144904528397,1.0582389316365843,100,11.02,8.513779680285628,9.0,9.330681403630527,12.709318596369473,9.0,1.0,55.0,100,11.02,8.513779680285628,9.0,9.330681403630527,12.709318596369473,9.0,1.0,55.0,100,0.25191990327289693,4.9709621578115735e-05,0.2519226084140542,0.2519100398055177,0.2519297667402762,6.163285221111314e-05,0.25180421252231106,0.2520403869212492
130x130x130,1.8,30,100,100,2.22,1.6912131799989087,2.0,1.8844266139499797,2.5555733860500207,2.0,0.0,8.0,100,2.02,1.414070705302942,2.0,1.7394176935796142,2.300582306420386,2.0,0.0,5.0,100,0.85,0.3588702812826367,1.0,0.7787923504458406,0.9212076495541593,0.0,0.0,1.0,100,1.8159694498489274,0.002271384900085679,1.8155575350235555,1.8155187578066947,1.81642014189116,0.0030606489409910065,1.8112620585376065,1.82252329011054,100,0.038794191473226214,0.0072371172958306485,0.037749990375155154,0.03735819039132557,0.04023019255512686,0.01042066293234685,0.0258002335493179,0.058443998960178,100,18.18403055015107,0.0022713849000854354,18.184442464976442,18.18357985810884,18.184481242193304,0.0030606489409947812,18.17747670988946,18.188737941462392,100,1.0612058085267737,0.007237117295830635,1.0622500096248448,1.0597698074448731,1.0626418096086743,0.010420662932346891,1.0415560010398222,1.0741997664506822,85,31.576470588235296,24.88036923177073,27.0,26.209899278620703,36.94304189784989,38.0,2.0,94.0,85,31.576470588235296,24.88036923177073,27.0,26.209899278620703,36.94304189784989,38.0,2.0,94.0,100,0.1879550154546524,2.993105313900563e-05,0.18795883205577865,0.18794907648435066,0.18796095442495414,4.3451697350649354e-05,0.18787199070186514,0.18800831705633805
130x130x130,1.8,40,100,100,3.96,5.491812087098393,3.0,2.8703053361852184,5.0496946638147815,2.0,0.0,50.0,100,3.14,1.8478488722147854,3.0,2.773346694378158,3.506653305621842,2.0,0.0,10.0,100,1.02,0.3755131169614465,1.0,0.9454900507782045,1.0945099492217956,0.0,0.0,2.0,100,1.81634778856667,0.0019310555039163953,1.816038551349602,1.8159646252601374,1.8167309518732024,0.0023354604024472536,1.81263980682306,1.82252329011054,100,0.03991572414502576,0.006371216788164868,0.039128100807981,0.03865153650969489,0.04117991178035663,0.008444859735022452,0.0276128804827783,0.058443998960178,100,18.183652211433333,0.0019310555039162747,18.183961448650397,18.1832690481268,18.184035374739867,0.00233546040244903,18.17747670988946,18.18736019317694,100,1.0600842758549744,0.006371216788164857,1.0608718991920192,1.0588200882196437,1.0613484634903052,0.008444859735022181,1.0415560010398222,1.0723871195172219,94,27.75531914893617,21.619727237202312,22.0,23.32717054629929,32.18346775157305,26.0,2.0,97.0,94,27.75531914893617,21.619727237202312,22.0,23.32717054629929,32.18346775157305,26.0,2.0,97.0,100,0.18795159713184517,2.8405298326525765e-05,0.18795145129513258,0.18794596090439974,0.1879572333592906,3.7879737704221705e-05,0.18786577802123994,0.1880024179420634
130x130x130,1.8,50,100,100,6.02,3.390360667325153,5.0,5.347278889190159,6.69272111080984,4.0,1.0,21.0,100,5.42,2.327612033346145,5.0,4.958151274671804,5.8818487253281955,3.0,1.0,12.0,100,1.1,0.30151134457776363,1.0,1.040173607899319,1.1598263921006813,0.0,1.0,2.0,100,1.8166322643838464,0.0019663500422550484,1.8162185663896324,1.816242097875187,1.8170224308925058,0.002766445546003471,1.812894126080593,1.822367005643826,100,0.040936357862713525,0.006372836852299829,0.04024804553666935,0.03967184877151073,0.04220086695391632,0.008431284391408653,0.0275305686151723,0.0571173873655283,100,18.18336773561615,0.0019663500422549946,18.183781433610367,18.182977569107493,18.18375790212481,0.002766445546004803,18.177632994356173,18.187105873919407,100,1.0590636421372868,0.006372836852299819,1.0597519544633307,1.0577991330460839,1.0603281512284897,0.0084312843914085,1.0428826126344717,1.0724694313848278,100,18.64,15.541095732465472,12.0,15.556309440141469,21.723690559858532,19.25,2.0,70.0,100,18.64,15.541095732465472,12.0,15.556309440141469,21.723690559858532,19.25,2.0,70.0,100,0.1879467343400685,2.71867738313725e-05,0.18794693120341865,0.187941339894319,0.18795212878581802,3.2279196987283765e-05,0.1878730927486956,0.18800240150291245
130x130x130,1.8,60,100,100,8.82,3.7128768556813925,8.5,8.08328468038041,9.55671531961959,4.25,2.0,24.0,100,7.71,2.8007755058810826,8.0,7.154265376364274,8.265734623635726,4.0,2.0,14.0,100,1.25,0.4351941398892446,1.0,1.163648041040069,1.336351958959931,0.25,1.0,2.0,100,1.8174213810679065,0.002063409415969284,1.817201018934691,1.8170119558737836,1.8178308062620294,0.003187371044461429,1.8136638530108375,1.822367005643826,100,0.04322590503134876,0.006695729334734474,0.04320013521974895,0.0418973270664273,0.04455448299627022,0.010651043385401522,0.0280875385683339,0.0571173873655283,100,18.182578618932094,0.0020634094159693783,18.18279898106531,18.18216919373797,18.18298804412622,0.003187371044461429,18.177632994356173,18.186336146989163,100,1.0567740949686515,0.0066957293347344685,1.0567998647802512,1.05544551700373,1.058102672933573,0.01065104338540146,1.0428826126344717,1.0719124614316662,100,14.85,11.419790548062437,12.0,12.584065801096816,17.115934198903183,12.0,2.0,74.0,100,14.85,11.419790548062437,12.0,12.584065801096816,17.115934198903183,12.0,2.0,74.0,100,0.18793893482624502,2.4152161421769735e-05,0.18793938230776877,0.18793414251343396,0.18794372713905608,3.702163474739173e-05,0.1878855243509222,0.18799399818924628
130x130x130,2.93,30,100,100,1.75,1.4025589888385148,1.5,1.4717018678746714,2.028298132125329,2.0,0.0,5.0,100,1.64,1.2911509234286702,1.0,1.3838076450676375,1.8961923549323623,1.0,0.0,5.0,100,0.79,0.40936018074033237,1.0,0.7087740590070554,0.8712259409929447,0.0,0.0,1.0,100,2.963232319298987,0.0038966675010629953,2.96246695431833,2.9624591359279564,2.9640055026700174,0.005446193965255919,2.956181756133893,2.9740493888503337,100,0.04949755817966772,0.007253662827452172,0.0484629217365507,0.04805827410533543,0.05093684225400001,0.01042066293234685,0.0365131649107135,0.0691569303215736,100,17.036767680701015,0.0038966675010629792,17.03753304568167,17.035994497329984,17.037540864072046,0.005446193965255475,17.025950611149668,17.043818243866106,100,1.0505024418203326,0.00725366282745218,1.0515370782634494,1.0490631577460003,1.0519417258946648,0.010420662932346891,1.0308430696784265,1.0634868350892865,79,34.89873417721519,25.481816008579514,31.0,29.191118397586358,40.60634995684402,39.0,3.0,93.0,79,34.89873417721519,25.481816008579514,31.0,29.191118397586358,40.60634995684402,39.0,3.0,93.0,100,0.1469937398287917,7.807155751097699e-05,0.1469919991289373,0.1469782487380067,0.14700923091957668,0.00010849622908920553,0.1468102916362777,0.14720723178904446
130x130x130,2.93,40,100,100,2.94,2.7517487552684043,2.0,2.3939933473289607,3.486006652671039,2.25,0.0,23.0,100,2.52,1.4939609070920135,2.0,2.223565744314061,2.816434255685939,3.0,0.0,7.0,100,0.94,0.3120476524086304,1.0,0.8780829758388049,1.001917024161195,0.0,0.0,2.0,100,2.963981680927679,0.003375150060022235,2.9636524141394194,2.9633119779313546,2.9646513839240036,0.004479221397623245,2.956176218926956,2.9740493888503337,100,0.050628655506421295,0.006371216788164871,0.0498410321693766,0.049364467871090424,0.05189284314175217,0.008444859735022354,0.0383258118441738,0.0691569303215736,100,17.036018319072323,0.003375150060022302,17.036347585860582,17.035348616076,17.036688022068645,0.004479221397623689,17.025950611149668,17.043823781073044,100,1.0493713444935786,0.006371216788164875,1.0501589678306233,1.0481071568582476,1.0506355321289096,0.008444859735022403,1.0308430696784265,1.0616741881558263,92,32.80434782608695,24.003772199172683,27.5,27.83330740436567,37.77538824780824,26.5,2.0,95.0,92,32.80434782608695,24.003772199172683,27.5,27.83330740436567,37.77538824780824,26.5,2.0,95.0,100,0.14700494038988887,6.373101585739228e-05,0.147004277926438,0.14699229477368828,0.14701758600608947,7.609195493812893e-05,0.14683195913512845,0.14716549809944016
130x130x130,2.93,50,100,100,4.72,2.5028468639216475,4.0,4.2233808825381765,5.216619117461823,3.0,1.0,15.0,100,4.25,2.0418599166426477,4.0,3.844850694063283,4.6551493059367175,3.25,1.0,9.0,100,1.12,0.35618630921006345,1.0,1.0493249087342391,1.190675091265761,0.0,1.0,3.0,100,2.9643935592842285,0.003464416494152743,2.9638800086385775,2.963706143890723,2.965080974677734,0.00489246730014381,2.955779783013727,2.9739181703213244,100,0.05164652663672603,0.00637876400554529,0.05096097689806485,0.05038084146972881,0.052912211803723255,0.008431284391408674,0.0379672412382652,0.0678303187269238,100,17.03560644071577,0.0034644164941527735,17.036119991361424,17.034919025322267,17.036293856109275,0.004892467300145142,17.026081829678674,17.04422021698627,100,1.048353473363274,0.006378764005545301,1.0490390231019353,1.0470877881962768,1.0496191585302712,0.0084312843914085,1.0321696812730763,1.0620327587617349,100,24.05,19.798160816529695,16.0,20.12161536976078,27.978384630239223,23.25,2.0,90.0,100,24.05,19.798160816529695,16.0,20.12161536976078,27.978384630239223,23.25,2.0,90.0,100,0.147007823541205,5.5959381476848595e-05,0.14700432973715893,0.14699671998587235,0.14701892709653766,8.435043424345756e-05,0.1468533042628496,0.14713969956058354
130x130x130,2.93,60,100,100,6.46,2.614721338262966,6.0,5.94118255969439,6.97881744030561,3.0,1.0,13.0,100,5.96,2.3480918537262023,6.0,5.494087633995449,6.4259123660045505,3.0,1.0,12.0,100,1.16,0.3684529491774707,1.0,1.0868909412380052,1.2331090587619946,0.0,1.0,2.0,100,2.9657858232261822,0.003460395047284883,2.965690047079736,2.9650992057749814,2.966472440677383,0.005365483690776163,2.9572503301123603,2.9739181703213244,100,0.053938836392744306,0.006695729334734476,0.05391306658114445,0.05261025842782285,0.055267414357665766,0.010651043385401522,0.0388004699297294,0.0678303187269238,100,17.034214176773816,0.003460395047285062,17.034309952920264,17.033527559322614,17.034900794225017,0.005365483690777495,17.026081829678674,17.04274966988764,100,1.0460611636072559,0.006695729334734481,1.0460869334188556,1.0447325856423344,1.0473897415721773,0.010651043385401238,1.0321696812730763,1.0611995300702708,100,20.01,15.509198964654896,16.0,16.932638450880525,23.08736154911948,14.5,3.0,95.0,100,20.01,15.509198964654896,16.0,16.932638450880525,23.08736154911948,14.5,3.0,95.0,100,0.14700032365533228,5.3045581931427645e-05,0.14699679160985923,0.14698979826104477,0.14701084904961978,5.727195274574104e-05,0.14688903339972442,0.1471580588774797
130x130x130,4.55,30,100,100,1.42,1.3194734180763557,1.0,1.1581878476685223,1.6818121523314775,1.25,0.0,6.0,100,1.31,1.1520293907586374,1.0,1.081412375413094,1.5385876245869061,1.25,0.0,6.0,100,0.75,0.4351941398892446,1.0,0.663648041040069,0.836351958959931,0.25,0.0,1.0,100,4.6720600165946475,0.4491304002511891,4.607595387257971,4.582942801229527,4.761177231959768,0.008413354372873272,4.5975768890001385,7.814830209609694,100,0.07367955560007623,0.127402312708781,0.05453875716392195,0.048400172745268547,0.09895893845488392,0.01042066293234685,0.0425890003380847,1.0,100,15.32793998340535,0.4491304002511891,15.392404612742029,15.238822768040231,15.41705719877047,0.008413354372871495,12.185169790390306,15.402423110999862,100,1.0263204443999239,0.127402312708781,1.045461242836078,1.0010410615451162,1.0515998272547316,0.010420662932346891,0.10000000000000009,1.0574109996619154,75,38.36,25.688171639144777,33.0,32.449688468837394,44.270311531162605,40.0,4.0,99.0,75,38.36,25.688171639144777,33.0,32.449688468837394,44.270311531162605,40.0,4.0,99.0,100,0.11841497502938723,0.004049480593903362,0.11783371057407055,0.1176114702254329,0.11921847983334156,0.00012502650053085318,0.11762118944347591,0.14671396651151394
130x130x130,4.55,40,100,100,2.19,1.6249009293809358,2.0,1.8675844031273823,2.512415596872618,2.0,0.0,6.0,100,2.03,1.4386792484073647,2.0,1.7445348247414498,2.3154651752585496,2.0,0.0,6.0,100,0.86,0.37658754867650873,1.0,0.7852768602159697,0.9347231397840303,0.0,0.0,2.0,100,4.6739301129774455,0.6433876005521008,4.609251500106973,4.546268054631847,4.801592171323044,0.006661820280328357,4.597105467276186,11.043280601458436,100,0.06625449817423155,0.09458127322455075,0.0559168675967478,0.04748752161075354,0.08502147473770957,0.008444859735022452,0.044401647271545,1.0,100,15.326069887022552,0.6433876005521008,15.390748499893027,15.198407828676952,15.453731945368151,0.00666182028032658,8.956719398541564,15.402894532723813,100,1.0337455018257686,0.09458127322455075,1.0440831324032522,1.0149785252622907,1.0525124783892466,0.008444859735022625,0.10000000000000009,1.0555983527284551,85,38.49411764705882,26.79224458211553,31.0,32.71516437851341,44.27307091560424,39.0,3.0,98.0,85,38.49411764705882,26.79224458211553,31.0,32.71516437851341,44.27307091560424,39.0,3.0,98.0,100,0.11803984428432189,0.0021624174619842965,0.11781674014810622,0.11761077374587432,0.11846891482276946,0.00013187928923465153,0.11767629428746179,0.139431255224527
