grid,rho0,n_agents,steps,force_scheme,agent_radius,agent_mass,v0_max,max_vel,stable_runs_requested,attempts_total,stable_runs_obtained,unstable_attempts,raw_detections_n,raw_detections_mean,raw_detections_median,raw_detections_sd,raw_detections_ci95_low,raw_detections_ci95_high,raw_detections_iqr,unique_events_n,unique_events_mean,unique_events_median,unique_events_sd,unique_events_ci95_low,unique_events_ci95_high,unique_events_iqr,steps_completed_n,steps_completed_mean,steps_completed_median,steps_completed_sd,steps_completed_ci95_low,steps_completed_ci95_high,steps_completed_iqr,max_agent_speed_pre_clamp_n,max_agent_speed_pre_clamp_mean,max_agent_speed_pre_clamp_median,max_agent_speed_pre_clamp_sd,max_agent_speed_pre_clamp_ci95_low,max_agent_speed_pre_clamp_ci95_high,max_agent_speed_pre_clamp_iqr,agent_clamp_activation_frequency_n,agent_clamp_activation_frequency_mean,agent_clamp_activation_frequency_median,agent_clamp_activation_frequency_sd,agent_clamp_activation_frequency_ci95_low,agent_clamp_activation_frequency_ci95_high,agent_clamp_activation_frequency_iqr
100x100x100,4.55,60,100,nearest,5.0,30.0,0.2,1.0,20,20,20,0,20,12.7,14.0,3.3732695368768044,11.121261260004204,14.278738739995795,3.5,20,11.55,11.5,2.3277502126799554,10.46057936591875,12.639420634081251,2.25,20,100.0,100.0,0.0,100.0,100.0,0.0,20,0.15142559286057689,0.14205202854323407,0.01792617150697586,0.1430358863433579,0.15981529937779587,0.017709598376591584,20,0.0,0.0,0.0,0.0,0.0,0.0
