attempt,seed,stable,stop_reason,rho0,n_agents,grid,force_scheme,agent_radius,agent_mass,v0_max,max_vel,step,raw_contact_detections,unique_contact_events,active_contacts,cumulative_raw_contact_detections,cumulative_unique_contact_events,max_rho,mean_rho,rho_safety_margin,max_u,mean_u,velocity_safety_margin,max_agent_speed_pre_clamp,agent_clamp_activations_step,agent_clamp_checks_step,agent_clamp_activation_frequency_cumulative,mean_agent_speed,max_agent_speed
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,0,0,0,0,0,0,4.55,4.549999999999999,15.45,0.08096567369888229,1.6653252500718897e-06,1.019034326301118,0.4085896513869266,0,60,0.0,0.09158933394487148,0.4085896513869266
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,1,0,0,0,0,0,4.630869543431302,4.549999999999999,15.369130456568698,0.13144661415489228,5.621760269337028e-06,0.9685533858451079,0.7784262573146236,0,60,0.0,0.12460488390294602,0.7784262573146236
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,2,0,0,0,0,0,4.652535624707185,4.549999999999999,15.347464375292816,0.5414974455712068,1.1441591608199712e-05,0.5585025544287933,3.7371667652206,1,60,0.005555555555555556,0.12533623893184057,0.9999999999999999
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,3,0,0,0,0,0,5.327017770041065,4.55,14.672982229958935,0.7896909818203321,1.756180021810834e-05,0.31030901817966794,5.948031764107934,1,60,0.008333333333333333,0.12919697768074556,1.0
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,4,0,0,0,0,0,6.013591726238596,4.549999999999999,13.986408273761404,0.9414733615442457,2.194424189112966e-05,0.15852663845575443,5.602284708549502,1,60,0.01,0.1269067543955193,0.9999999999999999
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,5,0,0,0,0,0,6.2181156855351345,4.549999999999999,13.781884314464865,1.0,2.889320401229274e-05,0.10000000000000009,6.074175838771241,1,60,0.011111111111111112,0.12888169281672474,1.0
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,6,0,0,0,0,0,6.184229098926367,4.55,13.815770901073634,0.9279985058212584,3.33532974351262e-05,0.17200149417874167,6.463127859326566,1,60,0.011904761904761904,0.12752635359538553,0.9999999999999998
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,7,0,0,0,0,0,6.1905030834721115,4.549999999999999,13.809496916527888,0.9151472778392545,3.9035767011947914e-05,0.18485272216074555,7.10243812175813,1,60,0.0125,0.12863043735638366,0.9999999999999998
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,8,0,0,0,0,0,6.378090886250398,4.549999999999999,13.621909113749602,0.8517900071215048,4.474348407118023e-05,0.24820999287849532,8.096409951344713,1,60,0.012962962962962963,0.1278395959727322,0.9999999999999999
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,9,0,0,0,0,0,6.409875956137551,4.55,13.590124043862449,0.8130639292036292,4.9910949843056566e-05,0.28693607079637085,9.288292171138657,1,60,0.013333333333333334,0.1284859190175348,0.9999999999999999
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,10,0,0,0,0,0,6.803691594161644,4.55,13.196308405838355,0.7635079754733001,5.575091609893819e-05,0.3364920245267,10.516536700820025,1,60,0.013636363636363636,0.12802912970023625,1.0
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,11,0,0,0,0,0,7.322892014793944,4.55,12.677107985206057,0.7823354573879795,6.199886613864857e-05,0.3176645426120206,11.403012911254352,1,60,0.013888888888888888,0.12839135043919359,1.0
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,12,0,0,0,0,0,7.8498716368534955,4.549999999999999,12.150128363146504,0.799362280949771,6.841901984402677e-05,0.30063771905022907,12.302771231500992,1,60,0.014102564102564103,0.12811530859715883,1.0
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,13,0,0,0,0,0,8.10437581673694,4.549999999999999,11.89562418326306,0.7976166381173451,7.529124907849723e-05,0.302383361882655,12.73730843901715,1,60,0.014285714285714285,0.12831816092507026,1.0
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,14,0,0,0,0,0,8.368612233398586,4.549999999999998,11.631387766601414,0.7973693687499561,8.242758134775288e-05,0.30263063125004397,13.188462344123188,1,60,0.014444444444444444,0.12816102479503058,1.0000000000000002
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,15,0,0,0,0,0,8.537522264162,4.549999999999999,11.462477735838,0.7922347718928355,8.947799392647449e-05,0.30776522810716456,13.476857187473177,1,60,0.014583333333333334,0.12827979249324498,0.9999999999999998
19,20260724,True,completed,4.55,60,100x100x100,nearest,5.0,23.0,0.2,1.0,16,0,0,0,0,0,8.639250932171512,4.549999999999999,11.360749067828488,0.7882266026088588,9.659583614214695e-05,0.3117733973911413,13.650547424472165,1,60,0.014705882352941176,0.12819212263822038,1.0
